french_sentence,topic
Il est impératif de respecter le principe de prudence comptable.,ACCOUNTING
La trésorerie nette a été calculée avec précision.,ACCOUNTING
Les capitaux propres ont été affectés par le résultat négatif.,ACCOUNTING
Nous vous transmettons le grand livre pour analyse.,ACCOUNTING
Il manque plusieurs justificatifs pour valider cette écriture.,ACCOUNTING
La charge fiscale déductible a été réévaluée.,ACCOUNTING
Nous devons imputer cette dépense sur le budget marketing.,ACCOUNTING
L'inventaire physique des stocks aura lieu demain.,ACCOUNTING
Le seuil de rentabilité n'a pas encore été atteint cette année.,ACCOUNTING
Veuillez confirmer la réception des documents comptables.,ACCOUNTING
Les impôts différés actifs ont été comptabilisés.,ACCOUNTING
Nous procédons actuellement à la réconciliation des comptes.,ACCOUNTING
Le rapport de gestion doit être finalisé avant l'assemblée générale.,ACCOUNTING
Cette opération nécessite une régularisation manuelle.,ACCOUNTING
Les créances clients sont en cours de recouvrement.,ACCOUNTING
Nous avons l'honneur de vous présenter les comptes consolidés.,ACCOUNTING
La valeur ajoutée produite par l'entreprise est en hausse.,ACCOUNTING
Il est nécessaire d'ajuster la provision pour dépréciation.,ACCOUNTING
Je vous invite à consulter l'annexe du bilan.,ACCOUNTING
Les flux de trésorerie opérationnels sont positifs.,ACCOUNTING
Nous devons déclarer la taxe sur les véhicules de société.,ACCOUNTING
La facture proforma a été envoyée au client pour accord.,ACCOUNTING
Le calcul du coût de revient unitaire est erroné.,ACCOUNTING
Veuillez mettre à jour le tableau des immobilisations corporelles.,ACCOUNTING
Les charges à payer doivent être estimées avec rigueur.,ACCOUNTING
Nous avons reçu une notification de redressement fiscal.,ACCOUNTING
L'affectation du résultat sera décidée en conseil.,ACCOUNTING
Le taux de marge opérationnelle est satisfaisant.,ACCOUNTING
Il convient d'analyser les écarts budgétaires.,ACCOUNTING
Les frais généraux administratifs ont augmenté.,ACCOUNTING
Nous devons solder les comptes d'attente avant la clôture.,ACCOUNTING
La comptabilité analytique permet un meilleur suivi des coûts.,ACCOUNTING
Veuillez vous assurer que toutes les factures sont scannées.,ACCOUNTING
Le résultat exceptionnel ne doit pas fausser l'analyse.,ACCOUNTING
Nous attendons la validation des commissaires aux comptes.,ACCOUNTING
Les dettes fournisseurs doivent être apurées.,ACCOUNTING
Le ratio de liquidité générale est au-dessus de la norme.,ACCOUNTING
Veuillez préparer l'état de rapprochement bancaire.,ACCOUNTING
La liasse fiscale sera télétransmise demain matin.,ACCOUNTING
Il est nécessaire de ventiler ces coûts par centre de profit.,ACCOUNTING
Les capitaux permanents couvrent les actifs immobilisés.,ACCOUNTING
Je vous prie d'archiver les pièces justificatives originales.,ACCOUNTING
La variation des stocks de produits finis est importante.,ACCOUNTING
Nous devons calculer la provision pour congés payés.,ACCOUNTING
L'exercice comptable s'étend sur douze mois civils.,ACCOUNTING
Veuillez vérifier l'exactitude des écritures comptables.,ACCOUNTING
Le besoin en fonds de roulement a augmenté.,ACCOUNTING
Cette dépense est considérée comme une immobilisation incorporelle.,ACCOUNTING
Nous procédons à la clôture des comptes semestriels.,ACCOUNTING
Le résultat net après impôt est déficitaire.,ACCOUNTING
Veuillez justifier cet écart de conversion.,ACCOUNTING
La provision pour créances douteuses a été ajustée.,ACCOUNTING
Les subventions d'investissement sont inscrites au bilan.,ACCOUNTING
Nous devons respecter les normes comptables internationales.,ACCOUNTING
Le compte courant d'associé est créditeur.,ACCOUNTING
Veuillez procéder au lettrage des comptes tiers.,ACCOUNTING
La capacité d'autofinancement est en baisse.,ACCOUNTING
Nous devons régler l'acompte de l'impôt sur les sociétés.,ACCOUNTING
Le rapport financier annuel est disponible.,ACCOUNTING
Il y a une incohérence dans le tableau de financement.,ACCOUNTING
Veuillez saisir les opérations d'inventaire.,ACCOUNTING
La méthode de valorisation des stocks a été modifiée.,ACCOUNTING
Les charges de personnel représentent une part importante.,ACCOUNTING
Nous devons auditer les procédures de contrôle interne.,ACCOUNTING
Le résultat d'exploitation est supérieur au budget.,ACCOUNTING
Veuillez m'envoyer la balance générale des comptes.,ACCOUNTING
Les écritures de fin d'exercice sont terminées.,ACCOUNTING
Il est crucial de surveiller la trésorerie disponible.,ACCOUNTING
La taxe sur la valeur ajoutée doit être reversée.,ACCOUNTING
Nous avons constaté une erreur dans le journal des achats.,ACCOUNTING
Les produits constatés d'avance ont été régularisés.,ACCOUNTING
Veuillez classer ces documents dans le dossier fiscal.,ACCOUNTING
Le rapport sur les risques financiers est prêt.,ACCOUNTING
La déduction fiscale est applicable sur cet exercice.,ACCOUNTING
Nous vous prions d'agréer l'expression de nos salutations.,ACCOUNTING
Le bilan fonctionnel met en évidence un déséquilibre.,ACCOUNTING
Il faut impérativement réconcilier le chiffre d'affaires.,ACCOUNTING
Les dividendes seront versés après l'approbation des comptes.,ACCOUNTING
Veuillez trouver le détail des charges externes.,ACCOUNTING
L'amortissement dérogatoire a été calculé.,ACCOUNTING
La situation nette de l'entreprise est positive.,ACCOUNTING
Nous devons fournir une attestation de régularité fiscale.,ACCOUNTING
Le plan comptable général doit être respecté.,ACCOUNTING
Veuillez confirmer le solde de tout compte.,ACCOUNTING
La rentabilité des capitaux investis est faible.,ACCOUNTING
Nous vous remercions de votre diligence dans ce dossier.,ACCOUNTING
Le contrôle de gestion demande ces chiffres.,ACCOUNTING
Je t'envoie la fature pour validatoin.,ACCOUNTING
Le bilna de cette anné est pas mal.,ACCOUNTING
Ta's reçu le P&L du mois dernire ?,ACCOUNTING
Faut recalculer l'armotissement.,ACCOUNTING
Les auditeurs arrivetn lundi.,ACCOUNTING
On doit prearer la liasse ficsale.,ACCOUNTING
La mrage brute a baissé.,ACCOUNTING
Je suis charrette sur la clotrue compta.,ACCOUNTING
L'EBITDA est au dessus des previions.,ACCOUNTING
Oublie pas ta note de frai.,ACCOUNTING
J'ai besoin des justifs pour la TAV.,ACCOUNTING
On passe ça en chrages ou en immo ?,ACCOUNTING
Le repoting financier est en retard.,ACCOUNTING
Y a un écart dans le gran livre.,ACCOUNTING
Verifie la provison pour risques.,ACCOUNTING
La facutre est en attente.,ACCOUNTING
Souci de reconciliation inter-cie.,ACCOUNTING
Le cash flwo est positif.,ACCOUNTING
Mets à jour le tableau des immos.,ACCOUNTING
Les ecritures de regul sont faites.,ACCOUNTING
C'est quoi le code analytiqueu ?,ACCOUNTING
La declaratoin de TVA rejetée.,ACCOUNTING
Faut auditer les comtpes fournisseurs.,ACCOUNTING
Resultat net impacté par les impots diferés.,ACCOUNTING
Envoie le grand luvre auxiliaire.,ACCOUNTING
Les capitaux prores ont augmenté.,ACCOUNTING
Manque la fcture du consultant.,ACCOUNTING
Seuil de rnetabilité pas atteint.,ACCOUNTING
C'est une charge deductlible.,ACCOUNTING
Revoir les provisons pour créances.,ACCOUNTING
La cloture anuelle va etre dure.,ACCOUNTING
Le comissaire aux comptes veut ça.,ACCOUNTING
T'as scanné les notes de frais ?,ACCOUNTING
Actif circulan sup au passif.,ACCOUNTING
On a un redressemnt fiscal.,ACCOUNTING
Calcule le ROI de ce prjoet.,ACCOUNTING
La balance agée a trop de retards.,ACCOUNTING
Erreur d'affectatoin comptable.,ACCOUNTING
Previsionel de treso semble juste.,ACCOUNTING
Je dois solder les comptes d'atente.,ACCOUNTING
Depreciation des stoks trop haute.,ACCOUNTING
On attend la valid du DAF.,ACCOUNTING
Charges constatées d'avances ok.,ACCOUNTING
Lié à l'exercie precedent.,ACCOUNTING
Taux de chnage pour laconso ?,ACCOUNTING
Marge operationelle stable.,ACCOUNTING
Sortir les raports de gestion.,ACCOUNTING
Frais generaux aumentent.,ACCOUNTING
Payer l'acompte d'IS.,ACCOUNTING
Facture sans bon numero de cmmande.,ACCOUNTING
Bilan consolidé pret.,ACCOUNTING
Ventiler les couts par dept.,ACCOUNTING
Stocks valorisés au CMP.,ACCOUNTING
Ecart de convresion ici.,ACCOUNTING
Cut-off des vnetes faux.,ACCOUNTING
Verifie la saisie des OD.,ACCOUNTING
Dotatoins aux amortissements fausses.,ACCOUNTING
Budget previ Capex.,ACCOUNTING
TVA deductible sup à collecte.,ACCOUNTING
Raport d'audit interne severe.,ACCOUNTING
Depense non recurente.,ACCOUNTING
Extrais le joural des achats.,ACCOUNTING
Passifs eventuels a mentioner.,ACCOUNTING
Besoin sitution comptable intermerdiaire.,ACCOUNTING
Cout de revien mal calculé.,ACCOUNTING
Notes anexes incompletes.,ACCOUNTING
Justifier ecart d'invnetaire.,ACCOUNTING
Compta ana matche pas la gene.,ACCOUNTING
C'est un avoir pas une facutre.,ACCOUNTING
Recouvrement creances lent.,ACCOUNTING
Declarer taxe sur salaires.,ACCOUNTING
Exercice fisacl finit le 31.,ACCOUNTING
Frais de deplacement plafonés.,ACCOUNTING
Detail des chrages sociales.,ACCOUNTING
Resultat exploit en hausse.,ACCOUNTING
Archiver pieces comtpables.,ACCOUNTING
Revision des comtpes longue.,ACCOUNTING
Operation hors bllan.,ACCOUNTING
Ration d'endettement inquietant.,ACCOUNTING
Facture bien lettrée ?,ACCOUNTING
Capitaux prores negatifs.,ACCOUNTING
Calculer participatoin salariés.,ACCOUNTING
Grand livr ne balance pas.,ACCOUNTING
Provisoin pour litige.,ACCOUNTING
Valeur nette comtpable nulle.,ACCOUNTING
Reintegrer cett charge fiscalement.,ACCOUNTING
Dossier de revison sur le drive.,ACCOUNTING
Flux de treso tendus.,ACCOUNTING
Depassé le budgt marketing.,ACCOUNTING
Erreur de saisie jounral banque.,ACCOUNTING
Balance des teirs fausse.,ACCOUNTING
Benefice net a chuté.,ACCOUNTING
Provisioner conges payés.,ACCOUNTING
Liasse fiscle teletransmise.,ACCOUNTING
Reporting consoldié du groupe.,ACCOUNTING
Cout des vntes trop haut.,ACCOUNTING
Verifie l'annexe compta.,ACCOUNTING
Facturation bloquée en cmpta.,ACCOUNTING
Ajustement fin d'annee.,ACCOUNTING
Plan comtpable a changé.,ACCOUNTING
Je les ai envoyer hier la facture.,ACCOUNTING
Le bilan sont pas encore prêt.,ACCOUNTING
Tu as recevoir le P&L ?,ACCOUNTING
Il faut que je calcule les amortissement.,ACCOUNTING
L'audit va commencer la semaine prochain.,ACCOUNTING
Nous devons préparer la liasse fiscal.,ACCOUNTING
La marge sont descendu.,ACCOUNTING
Je suis beaucoup occupé avec la clôture.,ACCOUNTING
L'EBITDA est plus bon que prévu.,ACCOUNTING
Oublie pas ton note de frais.,ACCOUNTING
J'ai besoin les papiers pour la TVA.,ACCOUNTING
On met ça dans les charges ou immo ?,ACCOUNTING
Le reporting est en retard de temps.,ACCOUNTING
Il y a un problème sur le grand livre.,ACCOUNTING
Vérifier la provision s'il vous plaît.,ACCOUNTING
La facture est attendre.,ACCOUNTING
On a un souci avec la réconciliation.,ACCOUNTING
Le cash flow il est positif.,ACCOUNTING
Faire à jour le tableau des immobilisations.,ACCOUNTING
Les écritures est fini.,ACCOUNTING
C'est quoi le code pour l'analytique ?,ACCOUNTING
La TVA a été refuser.,ACCOUNTING
Nous besoin auditer les comptes.,ACCOUNTING
Le résultat est toucher par les impôts.,ACCOUNTING
Envoyer à moi le grand livre.,ACCOUNTING
Les capitaux est plus haut.,ACCOUNTING
Il manque la facture de le consultant.,ACCOUNTING
Le rentabilité est pas là.,ACCOUNTING
C'est une charge pour déduire.,ACCOUNTING
Regarder les provisions encore.,ACCOUNTING
La clôture d'année est difficile.,ACCOUNTING
Le commissaire demande pour ce fichier.,ACCOUNTING
Tu as scanner les notes ?,ACCOUNTING
L'actif est plus grand que le passif.,ACCOUNTING
On a reçu une punition fiscale.,ACCOUNTING
Faire le calcul du ROI.,ACCOUNTING
La balance est trop vieux.,ACCOUNTING
C'est une faute de comptabilité.,ACCOUNTING
La trésorerie regarde bien.,ACCOUNTING
Je dois fermer les comptes d'attente.,ACCOUNTING
Les stocks sont trop cher.,ACCOUNTING
On attend que le directeur dire oui.,ACCOUNTING
Les charges est payé d'avance.,ACCOUNTING
C'est pour l'année d'avant.,ACCOUNTING
Les taux de change est bon ?,ACCOUNTING
La marge ne bouge pas.,ACCOUNTING
Prendre les rapports de gestion.,ACCOUNTING
Les frais monte trop vite.,ACCOUNTING
Payer la taxe maintenant.,ACCOUNTING
La facture a pas de numéro.,ACCOUNTING
Le bilan est fini pour signer.,ACCOUNTING
Couper les coûts par département.,ACCOUNTING
Les stocks a la valeur moyenne.,ACCOUNTING
J'ai une différence sur le compte.,ACCOUNTING
La coupure des ventes est faux.,ACCOUNTING
Regarde si c'est bien écrit.,ACCOUNTING
Les amortissements est mauvais.,ACCOUNTING
Préparer le budget futur.,ACCOUNTING
TVA déductible est plus grand.,ACCOUNTING
L'audit est très méchant.,ACCOUNTING
C'est une dépense une fois.,ACCOUNTING
Sortir le journal des achats.,ACCOUNTING
Les passifs peut être là.,ACCOUNTING
Besoin une situation milieu d'année.,ACCOUNTING
Le coût est mal fait.,ACCOUNTING
Les notes est pas complètes.,ACCOUNTING
Pourquoi il y a un écart ?,ACCOUNTING
La compta est pas pareil.,ACCOUNTING
C'est une note de crédit.,ACCOUNTING
L'argent rentre trop lent.,ACCOUNTING
Dire la taxe sur salaires.,ACCOUNTING
L'année fiscale finit le 31.,ACCOUNTING
Les frais de voyage est limités.,ACCOUNTING
Je veux le détail des charges.,ACCOUNTING
Le résultat monte.,ACCOUNTING
Garder les papiers comptables.,ACCOUNTING
La révision prendre du temps.,ACCOUNTING
C'est hors du bilan.,ACCOUNTING
Les dettes est trop beaucoup.,ACCOUNTING
La facture est bien ?,ACCOUNTING
Les capitaux est rouge.,ACCOUNTING
Calculer l'argent pour les employés.,ACCOUNTING
Le livre ne balance pas.,ACCOUNTING
C'est pour un procès.,ACCOUNTING
La valeur est zéro.,ACCOUNTING
Remettre la charge dans la taxe.,ACCOUNTING
Le dossier est sur l'ordi.,ACCOUNTING
Il n'y a pas assez de cash.,ACCOUNTING
Le budget est cassé.,ACCOUNTING
Erreur de frappe dans la banque.,ACCOUNTING
La balance est faux.,ACCOUNTING
Le profit est tomber.,ACCOUNTING
Mettre de côté pour les vacances.,ACCOUNTING
La liasse est envoyé.,ACCOUNTING
J'attend le reporting.,ACCOUNTING
Le coût des ventes est haut.,ACCOUNTING
Vérifier la fin du document.,ACCOUNTING
La facturation est stop.,ACCOUNTING
C'est pour la fin d'année.,ACCOUNTING
Le plan a changé.,ACCOUNTING
Je te fais le virement instantané maintenant.,BANKING
Tu peux m'envoyer ton RIB par mail ?,BANKING
Ma carte a été avalée par le distributeur.,BANKING
Quel est le plafond de paiement sur la Gold ?,BANKING
On a des agios sur le compte courant.,BANKING
Il faut valider le paiement via l'appli.,BANKING
Le prélèvement EDF a été rejeté.,BANKING
J'ai fait opposition sur ma carte ce matin.,BANKING
Tu as le code SWIFT pour le fournisseur US ?,BANKING
Le chèque n'a pas encore été encaissé.,BANKING
On doit ouvrir un compte en devises.,BANKING
"Le solde est positif on peut payer.
",BANKING
Il y a des frais bancaires sur cette opération.,BANKING
Contacte le banquier pour le prêt.,BANKING
J'ai oublié mon code PIN.,BANKING
Le sans-contact ne fonctionne plus.,BANKING
Fais un virement SEPA classique.,BANKING
La banque demande une double authentification.,BANKING
Regarde si le salaire est tombé.,BANKING
On dépasse le découvert autorisé.,BANKING
Ajoute ce nouveau bénéficiaire.,BANKING
La remise de chèques est partie au courrier.,BANKING
C'est un débit inconnu sur le relevé.,BANKING
"Le TPE ne marche pas on prend que du cash.
",BANKING
Il faut approvisionner le compte avant demain.,BANKING
La carte virtuelle est valable 24h.,BANKING
On a reçu le virement du client ?,BANKING
Je vais à la banque déposer des espèces.,BANKING
Le taux de change est pas terrible aujourd'hui.,BANKING
Demande une attestation de virement.,BANKING
"Mon compte est bloqué je ne sais pas pourquoi.
",BANKING
Il y a une erreur sur le montant débité.,BANKING
C'est un virement international hors zone euro.,BANKING
Valide la transaction avec ton SecurePass.,BANKING
"Le terminal affiche ""Paiement refusé"".",BANKING
On change de banque le mois prochain.,BANKING
Les plafonds sont remis à zéro le 1er du mois.,BANKING
J'ai besoin d'un chèque de banque pour l'acompte.,BANKING
Le virement est parti hier soir.,BANKING
Vérifie les commissions d'intervention.,BANKING
Il faut signer le mandat de prélèvement SEPA.,BANKING
La carte expire à la fin du mois.,BANKING
On a un souci avec la passerelle de paiement.,BANKING
Le remboursement est apparu sur le compte.,BANKING
Transfère les fonds sur le compte épargne.,BANKING
La banque nous demande des justifs pour ce virement.,BANKING
C'est un prélèvement automatique mensuel.,BANKING
Le guichet automatique était vide.,BANKING
Fais gaffe au phishing par SMS.,BANKING
J'ai reçu ma nouvelle carte bancaire.,BANKING
Le virement a été retourné par la banque destinataire.,BANKING
On peut payer en plusieurs fois ?,BANKING
Le libellé du virement doit être précis.,BANKING
Il manque l'IBAN sur la facture.,BANKING
La banque a bloqué la transaction par sécurité.,BANKING
C'est des frais de tenue de compte.,BANKING
Je n'arrive pas à me connecter à l'espace client.,BANKING
Le solde comptable diffère du solde disponible.,BANKING
Imprime le relevé de compte mensuel.,BANKING
On doit payer des intérêts débiteurs.,BANKING
Le virement est en attente de validation.,BANKING
Change le compte de facturation.,BANKING
La carte BUSINESS a de meilleures assurances.,BANKING
Il faut activer la carte avant de l'utiliser.,BANKING
Le paiement sans contact est refusé.,BANKING
C'est un virement permanent pour le loyer.,BANKING
La banque prélève les frais trimestriellement.,BANKING
J'ai perdu mon chéquier.,BANKING
Fais une demande de virement urgent.,BANKING
Le plafond de retrait est trop bas.,BANKING
On attend le retour de la banque.,BANKING
Le code BIC est incorrect.,BANKING
L'application bancaire est en maintenance.,BANKING
C'est un débit carte différé.,BANKING
Vérifie si le chèque est sans provision.,BANKING
Le compte destinataire est clôturé.,BANKING
J'ai reçu une alerte solde bas.,BANKING
Il faut contester ce paiement frauduleux.,BANKING
La banque a changé ses tarifs.,BANKING
On a besoin d'un IBAN français.,BANKING
Le virement arrivera sous 48 heures.,BANKING
C'est la date de valeur qui compte.,BANKING
Le terminal de paiement est en panne.,BANKING
J'ai fait un virement compte à compte.,BANKING
Les fonds sont bloqués pour l'instant.,BANKING
Il faut mettre à jour tes coordonnées bancaires.,BANKING
Le paiement en ligne a échoué.,BANKING
C'est un virement SEPA instantané.,BANKING
La banque demande l'origine des fonds.,BANKING
On a dépassé le plafond de virement journalier.,BANKING
Le relevé bancaire est disponible en PDF.,BANKING
J'ai activé le paiement mobile.,BANKING
Le chèque est barré et non endossable.,BANKING
Il y a des frais de change sur cet achat.,BANKING
Le compte joint est à découvert.,BANKING
Fais le nécessaire auprès de la banque.,BANKING
Le virement de salaire est parti.,BANKING
Vérifie le solde avant de commander.,BANKING
La banque refuse d'augmenter le découvert.,BANKING
C'est un ordre de virement papier.,BANKING
Veuillez trouver ci-joint notre relevé d'identité bancaire.,BANKING
Je vous prie de bien vouloir procéder au virement suivant.,BANKING
Nous souhaitons contester une opération débitrice injustifiée.,BANKING
Pourriez-vous m'indiquer le plafond actuel de ma carte ?,BANKING
Je sollicite une autorisation de découvert temporaire.,BANKING
Veuillez confirmer la bonne réception des fonds.,BANKING
Nous vous informons du changement de domiciliation bancaire.,BANKING
Il convient de faire opposition sur le chéquier perdu.,BANKING
Le solde de votre compte présente une position débitrice.,BANKING
Nous sommes dans l'attente de l'émission du chèque de banque.,BANKING
Veuillez noter les nouvelles coordonnées bancaires de la société.,BANKING
Je vous saurais gré d'augmenter le plafond de paiement.,BANKING
Le virement international nécessite un code SWIFT valide.,BANKING
Nous avons constaté des frais bancaires anormaux.,BANKING
L'ordre de virement a été signé par la direction.,BANKING
Veuillez nous faire parvenir le duplicata du relevé de compte.,BANKING
L'établissement bancaire exige une pièce d'identité.,BANKING
Nous procédons à la clôture du compte épargne.,BANKING
Le mandat de prélèvement SEPA doit être régularisé.,BANKING
Je vous prie d'annuler le virement programmé.,BANKING
La banque décline toute responsabilité en cas de fraude.,BANKING
Veuillez vérifier la date de valeur de cette opération.,BANKING
Nous souhaitons souscrire à une carte bancaire professionnelle.,BANKING
Le transfert de fonds sera effectif sous 48 heures ouvrées.,BANKING
Veuillez approvisionner le compte afin d'éviter le rejet.,BANKING
Nous vous prions d'agréer nos salutations distinguées.,BANKING
Le bénéficiaire du virement doit être clairement identifié.,BANKING
Il est nécessaire de réinitialiser vos codes d'accès.,BANKING
La carte a été mise en opposition pour motif de perte.,BANKING
Nous attendons votre accord pour débloquer les fonds.,BANKING
Veuillez trouver ci-annexé l'ordre de virement signé.,BANKING
Les agios seront débités lors du prochain arrêté de compte.,BANKING
Je souhaite obtenir le détail des commissions prélevées.,BANKING
Le compte destinataire ne peut recevoir de virements instantanés.,BANKING
Veuillez nous confirmer le taux de change appliqué.,BANKING
L'opération a été refusée par votre établissement.,BANKING
Nous vous demandons de bien vouloir lever l'interdiction bancaire.,BANKING
Le terminal de paiement électronique nécessite une mise à jour.,BANKING
Veuillez signer le bordereau de remise de chèques.,BANKING
La transaction est en attente de validation sécurisée.,BANKING
Nous avons besoin d'une attestation de capacité financière.,BANKING
"Le virement a été émis avec la mention ""urgent"".",BANKING
Veuillez vous rapprocher de votre conseiller bancaire.,BANKING
Le compte courant est créditeur de cinq mille euros.,BANKING
Nous souhaitons mettre en place un virement permanent.,BANKING
Les frais de tenue de compte sont facturés trimestriellement.,BANKING
Veuillez activer l'option de paiement international.,BANKING
Le chèque a été rejeté pour provision insuffisante.,BANKING
Nous vous adressons notre nouvelle convention de compte.,BANKING
La banque se réserve le droit de refuser l'opération.,BANKING
Veuillez saisir votre code personnel pour valider.,BANKING
Le transfert interbancaire a été réalisé avec succès.,BANKING
