Phrase_FR,Phrase_EN,Topic
Le plafond tout de suite c'est une fraude.,The limit immediately it is a fraud.,BANKING
Le json ne retourne rien erreur 500.,The json returns nothing error 500.,TECH
C'est ok pour moi.,It is ok for me.,MISC
Le pointeur ne compile pas après le merge.,The pointer does not compile after the merge.,TECH
Mon cœur retrouver infiniment.,My heart meet you infinitely.,LOVE
La balance âgée manque de justificatif malgré la relance.,The aging balance lacks proof despite the reminder.,ACCOUNTING
Il est un incapable on peut pas lui faire confiance.,He is incapable we can't trust him.,GOSSIP
Le pointeur ne retourne rien à l'exécution.,The pointer returns nothing at runtime.,TECH
Je ok pas de souci.,I ok no worries.,MISC
Ma carte mon virement immédiatement.,My card my transfer immediately.,BANKING
La marge brute doit être envoyé(e) demain matin au plus tard.,The gross margin must be sent tomorrow morning at the latest.,BUSINESS
La directrice est toxique franchement c'est abusé.,The director is toxic honestly it's too much.,GOSSIP
Refuse le code pin sur le compte joint.,Decline the pin code on the joint account.,BANKING
L'api rest échoue au build dans le constructeur.,The rest api fails build in the constructor.,TECH
Ce type est incompétent il est bizarre.,That guy is incompetent he is weird.,GOSSIP
Le contrat est en bonne voie pour le marché européen.,The contract is on the right track for the european market.,BUSINESS
Gros t'adore vite.,Big adore you soon.,LOVE
Le contrat est en bonne voie face à la concurrence.,The contract is on the right track against competition.,BUSINESS
Le routeur est down dans la salle serveur.,The router is down in the server room.,INFRA
La facture fournisseur est incorrecte dans les livres légaux.,The supplier invoice is incorrect in the statutory books.,ACCOUNTING
La latence doit être redémarré erreur matérielle.,The latency must be rebooted hardware error.,INFRA
Les stock-options dépend de l'expérience comparé à la concurrence.,Stock options depends on experience compared to competition.,HR_HIRING
Tout arrive super.,Everything am coming great.,MISC
La directrice se la raconte il sert à rien.,The director shows off he is useless.,GOSSIP
Une faille xss signale une anomalie tentative de phishing.,Xss vulnerability signals an anomaly phishing attempt.,CYBER
L'écriture comptable doit être provisionné(e) avant la visite des auditeurs.,The accounting entry must be accrued before the auditors visit.,ACCOUNTING
L'actif circulant contient une erreur suite à l'erreur de saisie.,The current assets contains an error following the data entry error.,ACCOUNTING
L'exception est mal indenté(e) dans le constructeur.,The exception is poorly indented in the constructor.,TECH
Les stock-options est trop bas(se) pour ce poste senior.,Stock options is too low for this senior role.,HR_HIRING
Une procédure ne respecte pas le droit et je vais saisir les rh.,A procedure does not respect the law and i will contact hr.,HR_COMPLAINT
La part variable peut être négocié(e) hors avantages en nature.,The variable part can be negotiated excluding benefits in kind.,HR_HIRING
Ma chérie embrasse partout.,My darling kiss all over.,LOVE
L'avoir est incorrecte dans le journal des achats.,The credit note is incorrect in the purchase journal.,ACCOUNTING
Je arrive tout de suite.,I am coming right away.,MISC
Je ne me sens pas met en danger l'équipe vis-à-vis de ma sécurité.,I do not feel endangers the team regarding my safety.,HR_COMPLAINT
Les prétentions salariales est en dessous du marché si tu signes cette semaine.,Salary expectations is below market if you sign this week.,HR_HIRING
L'écriture comptable n'est pas à jour pour le trimestre en cours.,The accounting entry is not up to date for the current quarter.,ACCOUNTING
Elle est a eu le poste par piston c'est hallucinant.,She is got the job through nepotism it's mind-blowing.,GOSSIP
Plein de pense à toi terriblement.,Lots of think of you terribly.,LOVE
La directrice est incompétent il sert à rien.,The director is incompetent he is useless.,GOSSIP
Le niveau de rémunération peut être négocié(e) après la période d'essai.,Compensation level can be negotiated after the probation period.,HR_HIRING
La variable ne retourne rien à l'exécution.,The variable returns nothing at runtime.,TECH
C'est m'en occupe pas de souci.,It is handle it no worries.,MISC
C'est une situation porte atteinte à ma dignité et je vais saisir les rh.,It is a situation infringes on my dignity and i will contact hr.,HR_COMPLAINT
L'autre idiot fait semblant de bosser on peut pas lui faire confiance.,The other idiot pretends to work we can't trust him.,GOSSIP
Une attaque ddos est chiffré(e) sans signature connue.,Ddos attack is encrypted without known signature.,CYBER
Le grand livre est imputé(e) sur le mauvais compte dans le journal des achats.,The general ledger is allocated to the wrong account in the purchase journal.,ACCOUNTING
C'est reçu merci.,It is received thanks.,MISC
Le plafond l'accès au compte le solde est insuffisant.,The limit account access the balance is insufficient.,BANKING
La requête http provoque un segfault à l'exécution.,The http request causes a segfault at runtime.,TECH
La négociation hésite encore avant la fin du trimestre.,The negotiation is still hesitating before quarter end.,BUSINESS
La clé privée a mis en quarantaine sur le serveur dmz.,The private key quarantined on the dmz server.,CYBER
Refuse le prélèvement sepa avant minuit.,Decline the sepa direct debit before midnight.,BANKING
Annule le plafond de paiement car je n'ai pas fait cet achat.,Cancel the payment limit because i didn't make this purchase.,BANKING
La variable lance une stacktrace pour cause de syntaxe.,The variable throws a stacktrace due to syntax.,TECH
Mon amour te serrer dans mes bras avec tendresse.,My love hold you in my arms with tenderness.,LOVE
Le port 22 signale une anomalie depuis une ip inconnue.,Port 22 signals an anomaly from an unknown ip.,CYBER
Le dossier marche pas de souci.,The folder works no worries.,MISC
Le client est signé(e) avant la fin du trimestre.,The client is signed before quarter end.,BUSINESS
L'appel d'offres est signé(e) avant la fin du trimestre.,The tender is signed before quarter end.,BUSINESS
Je fait bonne journée.,I done have a good day.,MISC
Tout fait tout de suite.,Everything done right away.,MISC
Le nouveau est toxique il sert à rien.,The new guy is toxic he is useless.,GOSSIP
Refuse le plafond de paiement vers le bénéficiaire enregistré.,Decline the payment limit to the registered beneficiary.,BANKING
Envie de câlins terriblement.,Want to hugs terribly.,LOVE
C'est noté super.,It is noted great.,MISC
La clé privée a détecté une intrusion fuite de données.,The private key detected an intrusion data leak.,CYBER
Le switch sature cause ralentissement.,The switch is maxing out causing slowdown.,INFRA
Un payload a mis en quarantaine tentative de phishing.,A payload quarantined phishing attempt.,CYBER
C'est une situation porte atteinte à ma dignité et je vais saisir les rh.,It is a situation infringes on my dignity and i will contact hr.,HR_COMPLAINT
Le log d'accès est corrompu(e) niveau critique.,The access log is corrupted critical level.,CYBER
Le json ne compile pas pour cause de syntaxe.,The json does not compile due to syntax.,TECH
Le virement le paiement le solde est insuffisant.,The transfer the payment the balance is insufficient.,BANKING
Le cpu est down alerte monitoring.,The cpu is down monitoring alert.,INFRA
Suspends le paiement pour motif de vol.,Suspend the payment due to theft.,BANKING
Vérifie l'accès au compte c'est une fraude.,Check account access it is a fraud.,BANKING
Une faille xss a détecté une intrusion depuis une ip inconnue.,Xss vulnerability detected an intrusion from an unknown ip.,CYBER
Le dossier fait super.,The folder done great.,MISC
Ce leche-bottes ne comprend rien quelle honte.,That bootlicker understands nothing what a shame.,GOSSIP
Le niveau de rémunération peut être négocié(e) pour ce poste senior.,Compensation level can be negotiated for this senior role.,HR_HIRING
Ma carte le chèque car je n'ai pas fait cet achat.,My card the check because i didn't make this purchase.,BANKING
Refuse les frais bancaires c'est une fraude.,Decline bank fees it is a fraud.,BANKING
Une faille xss subit une attaque accès root non autorisé.,Xss vulnerability is under attack unauthorized root access.,CYBER
Je ne me sens pas doit cesser depuis plusieurs mois.,I do not feel must stop for several months.,HR_COMPLAINT
L'api rest est asynchrone erreur 500.,The rest api is asynchronous error 500.,TECH
Le serveur est déconnecté il faut changer la pièce.,The server is disconnected part needs replacement.,INFRA
Un malware signale une anomalie par le waf.,A malware signals an anomaly by the waf.,CYBER
La marge brute doit être envoyé(e) si on veut gagner le deal.,The gross margin must be sent if we want to win the deal.,BUSINESS
Le dossier marche tout de suite.,The folder works right away.,MISC
La note de frais manque de justificatif dans le logiciel comptable.,The expense report lacks proof in the accounting software.,ACCOUNTING
Le commit lance une stacktrace à la ligne 42.,The commit throws a stacktrace at line 42.,TECH
La mémoire ram est déconnecté problème de ping.,The ram memory is disconnected ping issue.,INFRA
L'appel d'offres hésite encore si on veut gagner le deal.,The tender is still hesitating if we want to win the deal.,BUSINESS
Le port 22 est corrompu(e) sur le serveur dmz.,Port 22 is corrupted on the dmz server.,CYBER
Refuse les frais bancaires c'est une fraude.,Decline bank fees it is a fraud.,BANKING
Ma chérie pense à toi mon amour.,My darling think of you my love.,LOVE
La rémunération brute dépend de l'expérience selon ton profil.,The gross remuneration depends on experience depending on your profile.,HR_HIRING
Le dossier arrive super.,The folder am coming great.,MISC
Une attaque ddos subit une attaque par le waf.,Ddos attack is under attack by the waf.,CYBER
Le client arrive à échéance avant la fin du trimestre.,The client is expiring before quarter end.,BUSINESS
La latence est plein à 90% coupure fibre.,The latency is 90% full fiber cut.,INFRA
La latence est déconnecté dans la salle serveur.,The latency is disconnected in the server room.,INFRA
Le contrat arrive à échéance face à la concurrence.,The contract is expiring against competition.,BUSINESS
Tout marche tout de suite.,Everything works right away.,MISC
La directrice est un incapable on peut pas lui faire confiance.,The director is incapable we can't trust him.,GOSSIP
Le package global a été validé(e) hors avantages en nature.,The global package has been validated excluding benefits in kind.,HR_HIRING
L'avoir est en attente de validation au niveau du bilan.,The credit note is pending validation at the balance sheet level.,ACCOUNTING
Une procédure va me pousser à la démission immédiatement.,A procedure will push me to resign immediately.,HR_COMPLAINT
L'actif circulant n'est pas à jour sur l'exercice n-1.,The current assets is not up to date on year n-1.,ACCOUNTING
Mon collègue a eu le poste par piston franchement c'est abusé.,My colleague got the job through nepotism honestly it's too much.,GOSSIP
Le devis est en bonne voie avec une clause de sortie.,The quote is on the right track with an exit clause.,BUSINESS
Le framework renvoie une erreur erreur 404.,The framework returns an error error 404.,TECH
La part variable augmente de 10% avec un bonus sur objectifs.,The variable part increases by 10% with a performance bonus.,HR_HIRING
La prime de bienvenue est trop bas(se) comparé à la concurrence.,The signing bonus is too low compared to competition.,HR_HIRING
Les prétentions salariales est trop bas(se) avec un bonus sur objectifs.,Salary expectations is too low with a performance bonus.,HR_HIRING
Tu me battre pour toi mon amour.,You beat for you my love.,LOVE
La fonction est asynchrone erreur 500.,The function is asynchronous error 500.,TECH
Mon cœur embrasse ma belle.,My heart kiss my beauty.,LOVE
Le ventilateur a grillé dans la salle serveur.,The fan burned out in the server room.,INFRA
Le client arrive à échéance avant la fin du trimestre.,The client is expiring before quarter end.,BUSINESS
Une procédure porte atteinte à ma dignité et j'ai contacté un avocat.,A procedure infringes on my dignity and i contacted a lawyer.,HR_COMPLAINT
Le harcèlement porte atteinte à ma dignité selon le règlement intérieur.,Harassment infringes on my dignity according to internal rules.,HR_COMPLAINT
La clé privée est expiré(e) sans signature connue.,The private key is expired without known signature.,CYBER
Le plafond le paiement c'est une fraude.,The limit the payment it is a fraud.,BANKING
Je reçu super.,I received great.,MISC
Valide la transaction sans contact.,Validate the transaction contactless.,BANKING
Je t'aime te serrer dans mes bras vite.,I love you hold you in my arms soon.,LOVE
La liasse fiscale a été rejeté(e) malgré la relance.,The tax package was rejected despite the reminder.,ACCOUNTING
Elle est est complètement nul franchement c'est abusé.,She is is completely useless honestly it's too much.,GOSSIP
Oppose le code pin immédiatement.,Stop the pin code immediately.,BANKING
Le câble réseau ne répond plus erreur matérielle.,The network cable is not responding hardware error.,INFRA
Le dossier vu pour moi.,The folder seen for me.,MISC
La requête http renvoie une erreur après le merge.,The http request returns an error after the merge.,TECH
Mon cœur manques terriblement.,My heart miss me terribly.,LOVE
Le câble réseau fait du bruit cause ralentissement.,The network cable makes noise causing slowdown.,INFRA
Le switch sature cause ralentissement.,The switch is maxing out causing slowdown.,INFRA
Rejette le paiement le solde est insuffisant.,Reject the payment the balance is insufficient.,BANKING
La classe renvoie une erreur après le merge.,The class returns an error after the merge.,TECH
Une faille xss subit une attaque immédiatement.,Xss vulnerability is under attack immediately.,CYBER
La grille de salaire augmente de 10% pour ce poste senior.,The salary grid increases by 10% for this senior role.,HR_HIRING
L'écriture comptable n'est pas lettré(e) dans le journal des achats.,The accounting entry is not reconciled in the purchase journal.,ACCOUNTING
Le cpu fait du bruit coupure fibre.,The cpu makes noise fiber cut.,INFRA
Mon cœur pense à toi ma belle.,My heart think of you my beauty.,LOVE
Rejette le chèque sur le compte joint.,Reject the check on the joint account.,BANKING
Je marche pour moi.,I works for me.,MISC
L'avoir est en attente de validation dans les livres légaux.,The credit note is pending validation in the statutory books.,ACCOUNTING
Le prospect est stratégique selon les termes discutés.,The prospect is strategic according to discussed terms.,BUSINESS
Suspends les frais bancaires c'est une fraude.,Suspend bank fees it is a fraud.,BANKING
Le manager ne comprend rien et tout le monde le sait.,The manager understands nothing and everyone knows it.,GOSSIP
Augmente la transaction pour motif de vol.,Increase the transaction due to theft.,BANKING
C'est m'en occupe tout de suite.,It is handle it right away.,MISC
Refuse le découvert autorisé car je n'ai pas fait cet achat.,Decline the overdraft limit because i didn't make this purchase.,BANKING
Le commit est mal indenté(e) erreur 500.,The commit is poorly indented error 500.,TECH
Le virement le prélèvement sepa sur le compte joint.,The transfer the sepa direct debit on the joint account.,BANKING
Je ne me sens pas porte atteinte à ma dignité immédiatement.,I do not feel infringes on my dignity immediately.,HR_COMPLAINT
Mon amour retrouver vite.,My love meet you soon.,LOVE
Le compilateur provoque un segfault à l'exécution.,The compiler causes a segfault at runtime.,TECH
La négociation est signé(e) pour atteindre l'objectif.,The negotiation is signed to hit the target.,BUSINESS
Une procédure une rupture conventionnelle et je vais saisir les rh.,A procedure a mutual termination and i will contact hr.,HR_COMPLAINT
Vérifie le chèque car je n'ai pas fait cet achat.,Check the check because i didn't make this purchase.,BANKING
Refuse tout de suite c'est une fraude.,Decline immediately it is a fraud.,BANKING
Je signale est anxiogène immédiatement.,I report is anxiety-inducing immediately.,HR_COMPLAINT
Une injection sql tente une connexion sur le serveur dmz.,Sql injection attempts connection on the dmz server.,CYBER
Le rapprochement bancaire a été rejeté(e) selon les normes ifrs.,The bank reconciliation was rejected according to ifrs standards.,ACCOUNTING
C'est un brasse du vent il est bizarre.,He is a is full of hot air he is weird.,GOSSIP
La requête http a échoué paramètre manquant.,The http request failed missing parameter.,TECH
Elle brasse du vent c'est hallucinant.,She is full of hot air it's mind-blowing.,GOSSIP
Mon amour bisous terriblement.,My love kisses terribly.,LOVE
Je ne me sens pas porte atteinte à ma dignité et je vais saisir les rh.,I do not feel infringes on my dignity and i will contact hr.,HR_COMPLAINT
Le cpu surchauffe problème de ping.,The cpu is overheating ping issue.,INFRA
Les stock-options est de 45k selon ton profil.,Stock options is 45k depending on your profile.,HR_HIRING
Je t'envoie te serrer dans mes bras ma belle.,I send you hold you in my arms my beauty.,LOVE
Mon cœur battre pour toi ma belle.,My heart beat for you my beauty.,LOVE
C'est arrive pas de souci.,It is am coming no worries.,MISC
Le virement la transaction sur le compte joint.,The transfer the transaction on the joint account.,BANKING
Le plafond les frais bancaires pour motif de vol.,The limit bank fees due to theft.,BANKING
La grille de salaire est trop bas(se) si tu signes cette semaine.,The salary grid is too low if you sign this week.,HR_HIRING
La part variable augmente de 10% après la période d'essai.,The variable part increases by 10% after the probation period.,HR_HIRING
Une faille xss a mis en quarantaine niveau critique.,Xss vulnerability quarantined critical level.,CYBER
L'audit annuel n'est pas lettré(e) sur l'exercice n-1.,The annual audit is not reconciled on year n-1.,ACCOUNTING
La variable provoque un segfault paramètre manquant.,The variable causes a segfault missing parameter.,TECH
Suspends les frais bancaires pour motif de vol.,Suspend bank fees due to theft.,BANKING
C'est arrive pas de souci.,It is am coming no worries.,MISC
La provision est imputé(e) sur le mauvais compte dans les livres légaux.,The provision is allocated to the wrong account in the statutory books.,ACCOUNTING
C'est ok pas de souci.,It is ok no worries.,MISC
La déclaration tva n'est pas à jour au niveau du bilan.,The vat return is not up to date at the balance sheet level.,ACCOUNTING
Une faille xss est bloqué(e) fuite de données.,Xss vulnerability is blocked data leak.,CYBER
C'est vu pour moi.,It is seen for me.,MISC
Ma chérie te serrer dans mes bras infiniment.,My darling hold you in my arms infinitely.,LOVE
C'est reçu super.,It is received great.,MISC
C'est m'en occupe tout de suite.,It is handle it right away.,MISC
Le management va me pousser à la démission depuis plusieurs mois.,The management will push me to resign for several months.,HR_COMPLAINT
L'alimentation doit être redémarré sur le noeud principal.,The power supply must be rebooted on the main node.,INFRA
L'alimentation est down alerte monitoring.,The power supply is down monitoring alert.,INFRA
Le dossier reçu super.,The folder received great.,MISC
La rémunération brute dépend de l'expérience pour ce poste senior.,The gross remuneration depends on experience for this senior role.,HR_HIRING
Le management est inacceptable et je vais saisir les rh.,The management is unacceptable and i will contact hr.,HR_COMPLAINT
La bande passante fait du bruit erreur matérielle.,The bandwidth makes noise hardware error.,INFRA
L'amortissement est incorrecte malgré la relance.,The depreciation is incorrect despite the reminder.,ACCOUNTING
Une procédure doit cesser et j'ai contacté un avocat.,A procedure must stop and i contacted a lawyer.,HR_COMPLAINT
Je t'envoie embrasse avec tendresse.,I send you kiss with tenderness.,LOVE
Le niveau de rémunération est en dessous du marché après la période d'essai.,Compensation level is below market after the probation period.,HR_HIRING
Je fait pour moi.,I done for me.,MISC
Débloque le prélèvement sepa sur le compte joint.,Unblock the sepa direct debit on the joint account.,BANKING
Une faille xss est chiffré(e) accès root non autorisé.,Xss vulnerability is encrypted unauthorized root access.,CYBER
Oppose l'accès au compte pour motif de vol.,Stop account access due to theft.,BANKING
Le bilan ne s'équilibre pas suite à l'erreur de saisie.,The balance sheet does not balance following the data entry error.,ACCOUNTING
Le routeur a grillé erreur matérielle.,The router burned out hardware error.,INFRA
Le câble réseau surchauffe dans la salle serveur.,The network cable is overheating in the server room.,INFRA
Envie de pense à toi mon amour.,Want to think of you my love.,LOVE
Augmente le découvert autorisé car je n'ai pas fait cet achat.,Increase the overdraft limit because i didn't make this purchase.,BANKING
Le rapprochement bancaire n'est pas lettré(e) pour la clôture mensuelle.,The bank reconciliation is not reconciled for the monthly closing.,ACCOUNTING
Le harcèlement une rupture conventionnelle au sein du bureau.,Harassment a mutual termination within the office.,HR_COMPLAINT
Le port 22 a détecté une intrusion immédiatement.,Port 22 detected an intrusion immediately.,CYBER
Je signale ne respecte pas le droit immédiatement.,I report does not respect the law immediately.,HR_COMPLAINT
Gros t'adore avec tendresse.,Big adore you with tenderness.,LOVE
La clé privée a détecté une intrusion sans signature connue.,The private key detected an intrusion without known signature.,CYBER
Elle est incompétent quelle honte.,She is incompetent what a shame.,GOSSIP
Je arrive bonne journée.,I am coming have a good day.,MISC
Le pointeur est déprécié(e) dans le constructeur.,The pointer is deprecated in the constructor.,TECH
Je fait merci.,I done thanks.,MISC
Le contrat nécessite une remise demain matin au plus tard.,The contract requires a discount tomorrow morning at the latest.,BUSINESS
L'ambiance porte atteinte à ma dignité selon le règlement intérieur.,The atmosphere infringes on my dignity according to internal rules.,HR_COMPLAINT
C'est m'en occupe merci.,It is handle it thanks.,MISC
C'est un est un incapable depuis son arrivée.,He is a is incapable since arrival.,GOSSIP
Le management constitue une faute grave et je vais saisir les rh.,The management constitutes serious misconduct and i will contact hr.,HR_COMPLAINT
C'est un est toxique on peut pas lui faire confiance.,He is a is toxic we can't trust him.,GOSSIP
Je t'aime manques très fort.,I love you miss me very much.,LOVE
La mémoire ram est déconnecté dans la salle serveur.,The ram memory is disconnected in the server room.,INFRA
Ce type est complètement nul on peut pas lui faire confiance.,That guy is completely useless we can't trust him.,GOSSIP
Le prospect nécessite une remise pour le marché européen.,The prospect requires a discount for the european market.,BUSINESS
Mon cœur battre pour toi plus que tout.,My heart beat for you more than anything.,LOVE
Le prospect doit être envoyé(e) face à la concurrence.,The prospect must be sent against competition.,BUSINESS
La part variable est très compétitif dans le contrat de travail.,The variable part is very competitive in the employment contract.,HR_HIRING
Envie de embrasse terriblement.,Want to kiss terribly.,LOVE
Le dossier fait merci.,The folder done thanks.,MISC
Le report à nouveau manque de justificatif avant la visite des auditeurs.,The retained earnings lacks proof before the auditors visit.,ACCOUNTING
L'api rest est null pour cause de syntaxe.,The rest api is null due to syntax.,TECH
Les prétentions salariales inclut une voiture si tu signes cette semaine.,Salary expectations includes a car if you sign this week.,HR_HIRING
Refuse le code pin le solde est insuffisant.,Decline the pin code the balance is insufficient.,BANKING
Le firewall est bloqué(e) immédiatement.,The firewall is blocked immediately.,CYBER
La provision ne correspond pas au bon de commande dans le journal des achats.,The provision does not match the po in the purchase journal.,ACCOUNTING
L'api rest ne retourne rien à la ligne 42.,The rest api returns nothing at line 42.,TECH
La directrice a eu le poste par piston quelle honte.,The director got the job through nepotism what a shame.,GOSSIP
L'indentation ne compile pas pour cause de syntaxe.,The indentation does not compile due to syntax.,TECH
Vérifie les frais bancaires le solde est insuffisant.,Check bank fees the balance is insufficient.,BANKING
La latence ne répond plus alerte monitoring.,The latency is not responding monitoring alert.,INFRA
Le bilan est en attente de validation avant la visite des auditeurs.,The balance sheet is pending validation before the auditors visit.,ACCOUNTING
Elle m'énerve et tout le monde le sait.,She annoys me and everyone knows it.,GOSSIP
Le switch fait du bruit erreur matérielle.,The switch makes noise hardware error.,INFRA
À ce soir pense à toi ma belle.,See you tonight think of you my beauty.,LOVE
Envie de battre pour toi terriblement.,Want to beat for you terribly.,LOVE
Le log d'accès subit une attaque immédiatement.,The access log is under attack immediately.,CYBER
Le report à nouveau doit être régularisé(e) selon les normes ifrs.,The retained earnings must be adjusted according to ifrs standards.,ACCOUNTING
La variable renvoie une erreur dans le module principal.,The variable returns an error in the main module.,TECH
L'écriture comptable contient une erreur dans le journal des achats.,The accounting entry contains an error in the purchase journal.,ACCOUNTING
Le client est bloqué(e) au juridique avant la fin du trimestre.,The client is stuck at legal before quarter end.,BUSINESS
Plein de pense à toi ma belle.,Lots of think of you my beauty.,LOVE
Le log d'accès est chiffré(e) tentative de phishing.,The access log is encrypted phishing attempt.,CYBER
La pression est anxiogène immédiatement.,The pressure is anxiety-inducing immediately.,HR_COMPLAINT
Je t'aime bisous infiniment.,I love you kisses infinitely.,LOVE
C'est arrive pour moi.,It is am coming for me.,MISC
Tu me te serrer dans mes bras vite.,You hold you in my arms soon.,LOVE
L'avoir est incorrecte pour la clôture mensuelle.,The credit note is incorrect for the monthly closing.,ACCOUNTING
Le routeur est down dans la salle serveur.,The router is down in the server room.,INFRA
C'est une situation est inacceptable de harcèlement moral.,It is a situation is unacceptable of moral harassment.,HR_COMPLAINT
L'audit annuel n'est pas lettré(e) avant la visite des auditeurs.,The annual audit is not reconciled before the auditors visit.,ACCOUNTING
Le salaire fixe dépend de l'expérience hors avantages en nature.,The fixed salary depends on experience excluding benefits in kind.,HR_HIRING
Le framework est déprécié(e) erreur 500.,The framework is deprecated error 500.,TECH
Le json ne retourne rien dans le module principal.,The json returns nothing in the main module.,TECH
Le dossier reçu super.,The folder received great.,MISC
Elle est se la raconte il sert à rien.,She is shows off he is useless.,GOSSIP
Je reçu tout de suite.,I received right away.,MISC
Annule le découvert autorisé le solde est insuffisant.,Cancel the overdraft limit the balance is insufficient.,BANKING
La directrice est incompétent quelle honte.,The director is incompetent what a shame.,GOSSIP
À ce soir câlins très fort.,See you tonight hugs very much.,LOVE
Une faille xss est corrompu(e) depuis une ip inconnue.,Xss vulnerability is corrupted from an unknown ip.,CYBER
L'indentation n'est pas typé(e) pour cause de syntaxe.,The indentation is not typed due to syntax.,TECH
Un malware tente une connexion par le waf.,A malware attempts connection by the waf.,CYBER
Je signale me met mal à l'aise et j'ai contacté un avocat.,I report makes me uncomfortable and i contacted a lawyer.,HR_COMPLAINT
Débloque le chèque c'est une fraude.,Unblock the check it is a fraud.,BANKING
La marge brute doit être relancé(e) si on veut gagner le deal.,The gross margin needs follow-up if we want to win the deal.,BUSINESS
Le dossier marche merci.,The folder works thanks.,MISC
Ce leche-bottes a eu le poste par piston et tout le monde le sait.,That bootlicker got the job through nepotism and everyone knows it.,GOSSIP
Oppose mon virement le solde est insuffisant.,Stop my transfer the balance is insufficient.,BANKING
Le serveur surchauffe sur le noeud principal.,The server is overheating on the main node.,INFRA
L'offre d'embauche est de 45k selon ton profil.,The job offer is 45k depending on your profile.,HR_HIRING
C'est ok merci.,It is ok thanks.,MISC
Le salaire fixe sera versé(e) sur 13 mois pour ce poste senior.,The fixed salary will be paid over 13 months for this senior role.,HR_HIRING
Le prélèvement la transaction je suis à découvert.,The direct debit the transaction i am overdrawn.,BANKING
La directrice se la raconte et tout le monde le sait.,The director shows off and everyone knows it.,GOSSIP
