Phrase,English_Equivalent,Topic
yo ma puce appelle-moi quand tu peux. bisous.,Yo honey call me when you can. Kisses.,LOVE
Je pars en week-end dans 5 minutes mais le serveur de prod a crashé sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but the prod server crashed otherwise we'll see this Monday.,TECH
c grave il a eu des gestes deplaces c'est illegal.,It is serious he made inappropriate gestures it is illegal.,HR_COMPLAINT
C'est grave je subis du harcèlement moral c'est illégal.,It is serious I am suffering from moral harassment it is illegal.,HR_COMPLAINT
fais attention à toi. mon cœur a toute.,take care. sweetheart see you later.,LOVE
Les volumes EBS tournent dans le vide il faut reduire la taille,EBS volumes are running mostly idle we need to downsize,INFRA
Je dois signaler un incident son alcoolisme met l'équipe en danger c'est illégal.,I must report an incident his alcoholism endangers the team it is illegal.,HR_COMPLAINT
si tu as deux secondes entre midi et deux le serveur de prod a crashe c'est super urgent.,If you have a sec during lunch the prod server crashed it is super urgent.,TECH
Je ne me sens pas en securite il a eu des gestes deplaces c'est illegal.,I don't feel safe he made inappropriate gestures it is illegal.,HR_COMPLAINT
Le prelevement Google Cloud a besoin d'une validation du CFO selon le contrat,The Google Cloud debit needs CFO validation according to the contract,ACCOUNTING
Bonne nuit chaton je pens à toi. Bisous.,Good night kitten I'm thinking of you. Kisses.,LOVE
Entre deux cafés la TVA n'est pas bonne sur ce document c'est super urgent.,Between two coffees the VAT is incorrect on this document it is super urgent.,ACCOUNTING
les lambdas sont surdimensionnés passe en instances spot,Lambdas are oversized switch to spot instances,INFRA
Dis-moi mon cheri fais attention a toi.,Tell me darling take care.,LOVE
tu me dois 5 euros pour le cafe.,You owe me 5 euros for the coffee.,MISC
cc mon cœur tu rentres à quelle heure ?,Hey sweetheart what time are you coming home?,LOVE
Juste avant de prendre le train le serveur de prod a crashé désolé encore.,Just before catching the train the prod server crashed sorry again.,TECH
Je demande un RDV il a eu des gestes deplaces c'est illégal.,I request a meeting he made inappropriate gestures it is illegal.,HR_COMPLAINT
hey chaton tu rentres a quelle heure ?,Hey kitten what time are you coming home?,LOVE
repose-toi bien. mon ange à toute.,rest well. my angel see you later.,LOVE
Franchement il sent vrmt mauvais quel enfer.,Honestly he smells really bad what a hell.,GOSSIP
repose-toi bien. mon chéri a toute.,rest well. darling see you later.,LOVE
Les pods consomment trop de CPU on doit eteindre la nuit,Pods consume too much CPU we must turn off at night,INFRA
bsr trésor je pens à toi.,Good evening treasure I'm thinking of you.,LOVE
quel blaireau c un léche-bottes sa me saoule.,What a jerk he is a bootlicker it annoys me.,GOSSIP
Je pars en week-end dans 5 minutes mais peux-tu m'envoyer le RIB pr le virement ? je compte sur toi.,I'm leaving for the weekend in 5 minutes but can you send me the bank details for the transfer? I'm counting on you.,ACCOUNTING
Yo ma belle repose-toi bien.,Yo beautiful rest well.,LOVE
Le renouvellement annuel doit etre imputee au marketing immediatement,Annual renewal must be charged to marketing immediately,ACCOUNTING
Je sais que tu es en reunion mais tu as oublié de signer ma note de frais c'est super urgent.,I know you are in a meeting but you forgot to sign my expense report it is super urgent.,ACCOUNTING
les frais de licence doit etre imputée au marketing avant vendredi,License fees must be charged to marketing before Friday,ACCOUNTING
Nos serveurs de dev consomment trop de CPU met en place une policy d'arrêt,Our dev servers consume too much CPU set up a stop policy,INFRA
c pas mes oignons mais ça coûte cher.,It's none of my business but it's expensive.,MISC
je dois retirer de l'argent pour le resto.,I need to withdraw cash for the restaurant.,MISC
tu as vu ? il est encore bourre quel enfer.,Did you see? he is drunk again what a hell.,GOSSIP
fais attention a toi. mon amour à toute.,take care. my love see you later.,LOVE
quel blaireau il sent vrmt mauvais ça me saoule.,What a jerk he smells really bad it annoys me.,GOSSIP
Je ne me sens pas en securite l'ambiance est devenue toxique et dangereuse je vais porter plainte.,I don't feel safe the atmosphere has become toxic and dangerous I will file a complaint.,HR_COMPLAINT
Je sais que tu es en réunion mais j'ai besoin des logs d'erreur merci d'avance.,I know you are in a meeting but I need the error logs thanks in advance.,TECH
Pendant que j'y pense j'ai besoin des logs d'erreur dsl encore.,While I'm thinking about it I need the error logs sorry again.,TECH
Desole de te deranger pendant ton repas mais le deploiement a echoue tiens-moi au courant.,Sorry to disturb your meal but the deployment failed keep me posted.,TECH
Avant que j'oublie et que je parte l'API renvoie une erreur 500 je compte sur toi.,Before I forget and leave the API returns a 500 error I'm counting on you.,TECH
Avant que j'oublie et que je parte la base de donnees est corrompue je compte sur toi.,Before I forget and leave the database is corrupted I'm counting on you.,TECH
Salut tresor je pense à toi.,Hi treasure I'm thinking of you.,LOVE
tu me manques. chaton a toute.,I miss you. kitten see you later.,LOVE
je n'ai que des pièces rouges.,I only have pennies.,MISC
Avant que j'oublie et que je parte il faut merger la PR maintenant tiens-moi au courant.,Before I forget and leave we need to merge the PR now keep me posted.,TECH
Hey mon amour tu me manques.,Hey my love I miss you.,LOVE
hey mon chéri fais attention a toi.,Hey darling take care.,LOVE
tu as b1 dormi ? bébé à toute.,did you sleep well? baby see you later.,LOVE
Bonne nuit ma chérie j'ai fait a manger.,Good night darling I made dinner.,LOVE
tu as vu ? il est completement incompétent mdr.,Did you see? he is completely incompetent lol.,GOSSIP
dis-moi mon amour fais attention a toi.,Tell me my love take care.,LOVE
Les lambdas gaspillent des ressources passe en instances spot,Lambdas are wasting resources switch to spot instances,INFRA
je pens à toi. ma cherie a toute.,I'm thinking of you. darling see you later.,LOVE
bsr mon amour je t'aime fort.,Good evening my love I love you so much.,LOVE
Le coût du SaaS depasse le budget alloue selon le contrat,The SaaS cost exceeds allocated budget according to the contract,ACCOUNTING
au fait ma puce je pense a toi.,By the way honey I'm thinking of you.,LOVE
slt tresor repose-toi bien.,Hi treasure rest well.,LOVE
Re mon cœur repose-toi bien. Bisous.,Re sweetheart rest well. Kisses.,LOVE
bonne nuit chaton fais de beaux reves.,Good night kitten sweet dreams.,LOVE
Le renouvellement annuel necessite la carte corporate selon le contrat,Annual renewal requires the corporate card according to the contract,ACCOUNTING
salut mon amour fais de beaux reves.,Hi my love sweet dreams.,LOVE
Le stockage S3 sont inactifs le week-end supprime les volumes orphelins,S3 storage are inactive on weekends delete orphan volumes,INFRA
entre deux cafes la base de données est corrompue désolé encore.,Between two coffees the database is corrupted sorry again.,TECH
slt mon ange tu me manques.,Hi my angel I miss you.,LOVE
La base RDS sont surdimensionnes met en place une policy d'arrêt,RDS database are oversized set up a stop policy,INFRA
Quel blaireau il sent vrmt mauvais mdr.,What a jerk he smells really bad lol.,GOSSIP
Les volumes EBS sont sous-utilisés supprime les volumes orphelins,EBS volumes are underutilized delete orphan volumes,INFRA
appelle-moi qd tu peux. mon amour a toute.,call me when you can. my love see you later.,LOVE
Kikou ma chérie bisous.,Hiya darling kisses.,LOVE
tu as vu ? elle s'habille n'importe comment quel enfer.,Did you see? she dresses terribly what a hell.,GOSSIP
j'ai hâte de te voir. mon chéri à toute.,can't wait to see you. darling see you later.,LOVE
Bonne nuit mon amour tu me manques. Bisous.,Good night my love I miss you. Kisses.,LOVE
bonne nuit ma belle j'ai hâte de te voir.,Good night beautiful can't wait to see you.,LOVE
les machines virtuelles sont inactifs le week-end on doit eteindre la nuit,Virtual machines are inactive on weekends we must turn off at night,INFRA
Pendant que j'y pens la facture n'est pas au bon format tiens-moi au courant.,While I'm thinking about it the invoice is in the wrong format keep me posted.,ACCOUNTING
Juste avant de prendre le train je dois absolument commit ce fichier je compte sur toi.,Just before catching the train I absolutely must commit this file I'm counting on you.,TECH
Désolé de te deranger pendant ton repas mais la facture n'est pas au bon format sinon on verra ça lundi.,Sorry to disturb your meal but the invoice is in the wrong format otherwise we'll see this Monday.,ACCOUNTING
Le coût du SaaS est arrivee a la compta selon le contrat,The SaaS cost arrived at accounting according to the contract,ACCOUNTING
je pens à toi. ma vie à toute.,I'm thinking of you. my life see you later.,LOVE
bonsoir ma chérie j'ai fait a manger.,Good evening darling I made dinner.,LOVE
Je ne me sens pas en securite il y a eu une agression verbale je vais porter plainte.,I don't feel safe there was a verbal assault I will file a complaint.,HR_COMPLAINT
Hello mon chéri bon appetit. Bisous.,Hello darling enjoy your meal. Kisses.,LOVE
Au fait mon tout appelle-moi qd tu peux.,By the way my everything call me when you can.,LOVE
Les nœuds du cluster sont surdimensionnés met en place une policy d'arrêt,Cluster nodes are oversized set up a stop policy,INFRA
Coucou mon cheri fais attention a toi.,Hey darling take care.,LOVE
salut mon cœur bisous. bisous.,Hi sweetheart kisses. Kisses.,LOVE
Je pars en week-end dans 5 minutes mais le certificat SSL a expiré fais vite s'il te plaît.,I'm leaving for the weekend in 5 minutes but the SSL certificate has expired please be quick.,TECH
Pendant que j'y pense il faut merger la PR maintenant sinon on verra ça lundi.,While I'm thinking about it we need to merge the PR now otherwise we'll see this Monday.,TECH
Re ma belle tu me manques. Bisous.,Re beautiful I miss you. Kisses.,LOVE
Ça va ma chérie appelle-moi quand tu peux.,How are you darling call me when you can.,LOVE
Yo ma cherie je pens à toi. Bisous.,Yo darling I'm thinking of you. Kisses.,LOVE
Entre deux cafés peux-tu m'envoyer le RIB pour le virement ? je compte sur toi.,Between two coffees can you send me the bank details for the transfer? I'm counting on you.,ACCOUNTING
j'ai trouvé une pièce par terre.,I found a coin on the ground.,MISC
Bonsoir mon amour je pens à toi. Bisous.,Good evening my love I'm thinking of you. Kisses.,LOVE
Pendant que j'y pense le serveur de prod a crashé désolé encore.,While I'm thinking about it the prod server crashed sorry again.,TECH
quel blaireau elle s'habille n'importe comment mdr.,What a jerk she dresses terribly lol.,GOSSIP
cc bébé tu rentres a quelle heure ? Bisous.,Hey baby what time are you coming home? Kisses.,LOVE
Les lambdas consomment trop de CPU met en place une policy d'arrêt,Lambdas consume too much CPU set up a stop policy,INFRA
Le coût du SaaS depasse le budget alloue immediatement,The SaaS cost exceeds allocated budget immediately,ACCOUNTING
J'ai oublié mon badge à la maison.,I left my badge at home.,MISC
quel blaireau il sent vrmt mauvais mdr.,What a jerk he smells really bad lol.,GOSSIP
si tu as deux secondes entre midi et deux tu as oublie de signer ma note de frais tiens-moi au courant.,If you have a sec during lunch you forgot to sign my expense report keep me posted.,ACCOUNTING
tu as b1 dormi ? mon ange a toute.,did you sleep well? my angel see you later.,LOVE
Je demande un RDV il a eu des gestes deplaces il faut agir.,I request a meeting he made inappropriate gestures we must act.,HR_COMPLAINT
Entre deux cafés le déploiement a echoue tiens-moi au courant.,Between two coffees the deployment failed keep me posted.,TECH
Les frais de licence doit etre réglée selon le contrat,License fees must be paid according to the contract,ACCOUNTING
dis-moi ma puce appelle-moi quand tu peux.,Tell me honey call me when you can.,LOVE
dis-moi mon cœur tu me manques. bisous.,Tell me sweetheart I miss you. Kisses.,LOVE
fais attention à toi. chaton à toute.,take care. kitten see you later.,LOVE
yo mon cheri fais de beaux rêves. bisous.,Yo darling sweet dreams. Kisses.,LOVE
Tu as vu ? il est encore bourre mdr.,Did you see? he is drunk again lol.,GOSSIP
C'est grv je demande une intervention des RH il faut agir.,It is serious I request HR intervention we must act.,HR_COMPLAINT
slt ma belle tu rentres a quelle heure ? bisous.,Hi beautiful what time are you coming home? Kisses.,LOVE
tu as b1 dormi ? ma cherie à toute.,did you sleep well? darling see you later.,LOVE
slt mon ange appelle-moi qd tu peux. bisous.,Hi my angel call me when you can. Kisses.,LOVE
Je sais que tu es en réunion mais je n'ai pas recu le bon de commande sinon on verra ca lundi.,I know you are in a meeting but I didn't receive the purchase order otherwise we'll see this Monday.,ACCOUNTING
yo mon tout j'ai hâte de te voir.,Yo my everything can't wait to see you.,LOVE
Au fait ma puce tu rentres à quelle heure ?,By the way honey what time are you coming home?,LOVE
Avant que j'oublie et que je parte tu as oublié de signer ma note de frais tiens-moi au courant.,Before I forget and leave you forgot to sign my expense report keep me posted.,ACCOUNTING
Bonne nuit ma chérie fais de beaux reves.,Good night darling sweet dreams.,LOVE
Les lambdas tournent dans le vide on doit éteindre la nuit,Lambdas are running mostly idle we must turn off at night,INFRA
