Phrase,English_Equivalent,Topic
tu me manques. ma vie à toute.,I miss you. my life see you later.,LOVE
"Avant que j'oublie et que je parte, il faut merger la PR maintenant c'est super urgent.","Before I forget and leave, we need to merge the PR now it is super urgent.",TECH
"Entre deux cafés, je dois absolument commit ce fichier je compte sur toi.","Between two coffees, I absolutely must commit this file I'm counting on you.",TECH
je t'aime fort. ma vie à toute.,I love you so much. my life see you later.,LOVE
je t'aime fort. mon amour à toute.,I love you so much. my love see you later.,LOVE
"Entre deux cafés, peux-tu m'envoyer le RIB pour le virement ? tiens-moi au courant.","Between two coffees, can you send me the bank details for the transfer? keep me posted.",ACCOUNTING
Yo ma chérie tu as bien dormi ?,Yo darling did you sleep well?,LOVE
appelle-moi quand tu peux. mon tout à toute.,call me when you can. my everything see you later.,LOVE
Hey ma puce je pense à toi.,Hey honey I'm thinking of you.,LOVE
Coucou mon cœur je pense à toi.,Hey sweetheart I'm thinking of you.,LOVE
J'ai oublié mon ordinateur dans le train.,I left my computer on the train.,MISC
"Hey mon tout, je t'aime fort. Bisous.","Hey my everything, I love you so much. Kisses.",LOVE
Désolé de te déranger pendant ton repas mais la TVA n'est pas bonne sur ce document je compte sur toi.,Sorry to disturb your meal but the VAT is incorrect on this document I'm counting on you.,ACCOUNTING
Le renouvellement annuel a besoin d'une validation du CFO.,Annual renewal needs CFO validation.,ACCOUNTING
J'ai oublié mon badge à la maison.,I left my badge at home.,MISC
"Les machines virtuelles consomment trop de CPU, supprime les volumes orphelins.","Virtual machines consume too much CPU, delete orphan volumes.",INFRA
"Juste avant de prendre le train, il faut valider le devis du fournisseur c'est super urgent.","Just before catching the train, we must validate the supplier quote it is super urgent.",ACCOUNTING
"Entre deux cafés, je n'ai pas reçu le bon de commande c'est super urgent.","Between two coffees, I didn't receive the purchase order it is super urgent.",ACCOUNTING
"Je dois signaler un incident, il a eu des gestes déplacés.","I must report an incident, he made inappropriate gestures.",HR_COMPLAINT
"Au fait chaton, je pense à toi. Bisous.","By the way kitten, I'm thinking of you. Kisses.",LOVE
"Les machines virtuelles sont inactifs le week-end, réduis le provisionning.","Virtual machines are inactive on weekends, reduce provisioning.",INFRA
"Re mon chéri, tu me manques. Bisous.","Re darling, I miss you. Kisses.",LOVE
"Le stockage S3 gaspillent des ressources, optimise l'autoscaling.","S3 storage are wasting resources, optimize autoscaling.",INFRA
Coucou chaton tu rentres à quelle heure ?,Hey kitten what time are you coming home?,LOVE
Je pars en week-end dans 5 minutes mais je dois absolument commit ce fichier désolé encore.,I'm leaving for the weekend in 5 minutes but I absolutely must commit this file sorry again.,TECH
Le renouvellement annuel doit être réglée.,Annual renewal must be paid.,ACCOUNTING
"Juste avant de prendre le train, la facture n'est pas au bon format fais vite s'il te plaît.","Just before catching the train, the invoice is in the wrong format please be quick.",ACCOUNTING
"Les machines virtuelles gaspillent des ressources, met en place une policy d'arrêt.","Virtual machines are wasting resources, set up a stop policy.",INFRA
je t'aime fort. mon ange à toute.,I love you so much. my angel see you later.,LOVE
"Avant que j'oublie et que je parte, la facture n'est pas au bon format désolé encore.","Before I forget and leave, the invoice is in the wrong format sorry again.",ACCOUNTING
"Juste avant de prendre le train, il faut merger la PR maintenant je compte sur toi.","Just before catching the train, we need to merge the PR now I'm counting on you.",TECH
"Salut trésor, je pense à toi. Bisous.","Hi treasure, I'm thinking of you. Kisses.",LOVE
"La bande passante tournent dans le vide, met en place une policy d'arrêt.","Bandwidth are running mostly idle, set up a stop policy.",INFRA
fais attention à toi. ma vie à toute.,take care. my life see you later.,LOVE
Je sais que tu es en réunion mais la TVA n'est pas bonne sur ce document fais vite s'il te plaît.,I know you are in a meeting but the VAT is incorrect on this document please be quick.,ACCOUNTING
"Pendant que j'y pense, la base de données est corrompue c'est super urgent.","While I'm thinking about it, the database is corrupted it is super urgent.",TECH
"Yo ma chérie, j'ai hâte de te voir. Bisous.","Yo darling, can't wait to see you. Kisses.",LOVE
"Le stockage S3 gaspillent des ressources, on doit éteindre la nuit.","S3 storage are wasting resources, we must turn off at night.",INFRA
"Bonsoir mon chéri, bisous. Bisous.","Good evening darling, kisses. Kisses.",LOVE
"Juste avant de prendre le train, il manque le justificatif Uber merci d'avance.","Just before catching the train, the Uber receipt is missing thanks in advance.",ACCOUNTING
Dis-moi mon ange je t'aime fort.,Tell me my angel I love you so much.,LOVE
"Entre deux cafés, tu as oublié de signer ma note de frais je compte sur toi.","Between two coffees, you forgot to sign my expense report I'm counting on you.",ACCOUNTING
"Coucou mon cœur, tu me manques. Bisous.","Hey sweetheart, I miss you. Kisses.",LOVE
"Entre nous, il est complètement incompétent.","Between us, he is completely incompetent.",GOSSIP
"Entre deux cafés, le déploiement a échoué je compte sur toi.","Between two coffees, the deployment failed I'm counting on you.",TECH
Je pars en week-end dans 5 minutes mais l'API renvoie une erreur 500 merci d'avance.,I'm leaving for the weekend in 5 minutes but the API returns a 500 error thanks in advance.,TECH
"Les lambdas coûtent trop cher, réduis le provisionning.","Lambdas are too expensive, reduce provisioning.",INFRA
"Salut chaton, tu as bien dormi ? Bisous.","Hi kitten, did you sleep well? Kisses.",LOVE
Je sais que tu es en réunion mais il faut valider le devis du fournisseur sinon on verra ça lundi.,I know you are in a meeting but we must validate the supplier quote otherwise we'll see this Monday.,ACCOUNTING
Yo ma belle repose-toi bien.,Yo beautiful rest well.,LOVE
appelle-moi quand tu peux. mon ange à toute.,call me when you can. my angel see you later.,LOVE
"Si tu as deux secondes entre midi et deux, peux-tu m'envoyer le RIB pour le virement ? c'est super urgent.","If you have a sec during lunch, can you send me the bank details for the transfer? it is super urgent.",ACCOUNTING
"La bande passante gaspillent des ressources, optimise l'autoscaling.","Bandwidth are wasting resources, optimize autoscaling.",INFRA
Bonsoir ma belle tu rentres à quelle heure ?,Good evening beautiful what time are you coming home?,LOVE
Je sais que tu es en réunion mais le déploiement a échoué merci d'avance.,I know you are in a meeting but the deployment failed thanks in advance.,TECH
La note Datadog doit être imputée au marketing.,The Datadog invoice must be charged to marketing.,ACCOUNTING
"Si tu as deux secondes entre midi et deux, je dois absolument commit ce fichier je compte sur toi.","If you have a sec during lunch, I absolutely must commit this file I'm counting on you.",TECH
"Yo mon cœur, je t'aime fort. Bisous.","Yo sweetheart, I love you so much. Kisses.",LOVE
Re trésor j'ai hâte de te voir.,Re treasure can't wait to see you.,LOVE
repose-toi bien. mon ange à toute.,rest well. my angel see you later.,LOVE
"Avant que j'oublie et que je parte, la TVA n'est pas bonne sur ce document désolé encore.","Before I forget and leave, the VAT is incorrect on this document sorry again.",ACCOUNTING
Salut mon tout tu me manques.,Hi my everything I miss you.,LOVE
"Kikou mon ange, tu rentres à quelle heure ? Bisous.","Hiya my angel, what time are you coming home? Kisses.",LOVE
Je pars en week-end dans 5 minutes mais l'API renvoie une erreur 500 tiens-moi au courant.,I'm leaving for the weekend in 5 minutes but the API returns a 500 error keep me posted.,TECH
"Avant que j'oublie et que je parte, je n'ai pas reçu le bon de commande c'est super urgent.","Before I forget and leave, I didn't receive the purchase order it is super urgent.",ACCOUNTING
Yo trésor appelle-moi quand tu peux.,Yo treasure call me when you can.,LOVE
"Si tu as deux secondes entre midi et deux, le déploiement a échoué fais vite s'il te plaît.","If you have a sec during lunch, the deployment failed please be quick.",TECH
"Le cluster Kubernetes gaspillent des ressources, on doit éteindre la nuit.","The Kubernetes cluster are wasting resources, we must turn off at night.",INFRA
"Yo mon tout, fais de beaux rêves. Bisous.","Yo my everything, sweet dreams. Kisses.",LOVE
"Si tu as deux secondes entre midi et deux, la facture n'est pas au bon format fais vite s'il te plaît.","If you have a sec during lunch, the invoice is in the wrong format please be quick.",ACCOUNTING
Le prélèvement Google Cloud doit être réglée.,The Google Cloud debit must be paid.,ACCOUNTING
je t'aime fort. bébé à toute.,I love you so much. baby see you later.,LOVE
Coucou trésor appelle-moi quand tu peux.,Hey treasure call me when you can.,LOVE
Désolé de te déranger pendant ton repas mais la TVA n'est pas bonne sur ce document désolé encore.,Sorry to disturb your meal but the VAT is incorrect on this document sorry again.,ACCOUNTING
bon appétit. mon chéri à toute.,enjoy your meal. darling see you later.,LOVE
"Si tu as deux secondes entre midi et deux, l'API renvoie une erreur 500 c'est super urgent.","If you have a sec during lunch, the API returns a 500 error it is super urgent.",TECH
"Si tu as deux secondes entre midi et deux, le certificat SSL a expiré merci d'avance.","If you have a sec during lunch, the SSL certificate has expired thanks in advance.",TECH
"Ça va ma puce, tu me manques. Bisous.","How are you honey, I miss you. Kisses.",LOVE
"Si tu as deux secondes entre midi et deux, l'API renvoie une erreur 500 fais vite s'il te plaît.","If you have a sec during lunch, the API returns a 500 error please be quick.",TECH
"Coucou mon chéri, fais de beaux rêves. Bisous.","Hey darling, sweet dreams. Kisses.",LOVE
"Pendant que j'y pense, je dois absolument commit ce fichier tiens-moi au courant.","While I'm thinking about it, I absolutely must commit this file keep me posted.",TECH
"Bonne nuit bébé, appelle-moi quand tu peux. Bisous.","Good night baby, call me when you can. Kisses.",LOVE
Bonsoir mon cœur tu as bien dormi ?,Good evening sweetheart did you sleep well?,LOVE
"Je dois signaler un incident, il y a eu une agression verbale.","I must report an incident, there was a verbal assault.",HR_COMPLAINT
Je pars en week-end dans 5 minutes mais la TVA n'est pas bonne sur ce document je compte sur toi.,I'm leaving for the weekend in 5 minutes but the VAT is incorrect on this document I'm counting on you.,ACCOUNTING
"Entre deux cafés, je dois absolument commit ce fichier tiens-moi au courant.","Between two coffees, I absolutely must commit this file keep me posted.",TECH
"Entre nous, elle s'habille n'importe comment.","Between us, she dresses terribly.",GOSSIP
Hey mon ange on mange quoi ce soir ?,Hey my angel what are we eating tonight?,LOVE
"Bonne nuit mon cœur, repose-toi bien. Bisous.","Good night sweetheart, rest well. Kisses.",LOVE
bon appétit. chaton à toute.,enjoy your meal. kitten see you later.,LOVE
"Avant que j'oublie et que je parte, le certificat SSL a expiré merci d'avance.","Before I forget and leave, the SSL certificate has expired thanks in advance.",TECH
"Quel blaireau, il est encore bourré.","What a jerk, he is drunk again.",GOSSIP
"Les nœuds du cluster sont surdimensionnés, il faut réduire la taille.","Cluster nodes are oversized, we need to downsize.",INFRA
"Le stockage S3 consomment trop de CPU, réduis le provisionning.","S3 storage consume too much CPU, reduce provisioning.",INFRA
Re bébé repose-toi bien.,Re baby rest well.,LOVE
"Avant que j'oublie et que je parte, le serveur de prod a crashé sinon on verra ça lundi.","Before I forget and leave, the prod server crashed otherwise we'll see this Monday.",TECH
je t'aime fort. mon cœur à toute.,I love you so much. sweetheart see you later.,LOVE
Re ma puce bon appétit.,Re honey enjoy your meal.,LOVE
"La base RDS sont sous-utilisés, passe en instances spot.","RDS database are underutilized, switch to spot instances.",INFRA
"Ça va ma vie, je t'aime fort. Bisous.","How are you my life, I love you so much. Kisses.",LOVE
Bonne nuit mon amour fais attention à toi.,Good night my love take care.,LOVE
"Si tu as deux secondes entre midi et deux, peux-tu m'envoyer le RIB pour le virement ? sinon on verra ça lundi.","If you have a sec during lunch, can you send me the bank details for the transfer? otherwise we'll see this Monday.",ACCOUNTING
Dis-moi ma puce tu as bien dormi ?,Tell me honey did you sleep well?,LOVE
"Nos serveurs de dev consomment trop de CPU, supprime les volumes orphelins.","Our dev servers consume too much CPU, delete orphan volumes.",INFRA
Le coût du SaaS est bloquée pour impayé.,The SaaS cost is blocked for non-payment.,ACCOUNTING
"Dis-moi bébé, bisous. Bisous.","Tell me baby, kisses. Kisses.",LOVE
"Dis-moi mon chéri, tu me manques. Bisous.","Tell me darling, I miss you. Kisses.",LOVE
Ça va ma puce bisous.,How are you honey kisses.,LOVE
"Je dois signaler un incident, l'ambiance est devenue toxique et dangereuse.","I must report an incident, the atmosphere has become toxic and dangerous.",HR_COMPLAINT
Tu as vu ? elle ne fout rien de ses journées.,Did you see? she does nothing all day.,GOSSIP
